timestamp,decisions_count_15m,decisions_count_60m_rolling,decisions_count_today_so_far,avg_stakes_score,max_stakes_score,irreversible_decisions_today,novel_attendees_ratio,novel_topics_ratio,app_switches_15m,tab_domain_entropy,hour_of_day,minutes_since_wake,day_of_week,minutes_since_last_break,lunch_taken_today,fatigue
2026-04-01 09:45:00,0,9.0,24,0.2562274533820433,0.4050812417146051,3,0.13592088703078792,0.6153325175081757,18,0.7834209876519918,9.75,195.0,2,90,0,85.12824385186845
2026-04-01 10:00:00,2,10.0,26,0.10313299175986462,0.3665848158067496,3,0.5260682792316518,0.5528305275781027,14,0.4564747148783732,10.0,210.0,2,105,0,92.61390829059559
2026-04-01 10:15:00,3,10.0,29,0.4707265839221797,0.50986164293754,4,0.2344151614935453,0.15504309590623014,22,0.7478368732406828,10.25,225.0,2,120,0,100.0
2026-04-01 10:30:00,4,9.0,33,0.7431381526179536,0.21924917346078815,4,0.3136155625839705,0.3756423268558966,16,0.7337725029494566,10.5,240.0,2,135,0,100.0
2026-04-01 10:45:00,2,11.0,35,0.4299021110498419,0.22601400860288454,4,0.1748500135625608,0.36298183312307464,19,0.208611880122022,10.75,255.0,2,150,0,100.0
2026-04-01 11:00:00,4,13.0,39,0.6223162974415972,0.22073187698884972,4,0.0993945024016159,0.35541345307398553,20,0.20380088389009032,11.0,270.0,2,165,0,100.0
2026-04-01 11:15:00,1,11.0,40,0.015892848975200376,0.26114573478605674,4,0.1293448251583196,0.32445938709019967,14,0.6969332880969127,11.25,285.0,2,180,0,100.0
2026-04-01 11:30:00,2,9.0,42,0.17733417553536107,0.38109096869437703,4,0.1810936470693133,0.12007032123060533,26,0.5558469169128595,11.5,300.0,2,0,0,77.8960870603489
2026-04-01 11:45:00,2,9.0,44,0.3907042316423749,0.7192139710094322,4,0.09478475318537626,0.3916270902313022,20,0.42134990627683017,11.75,315.0,2,15,0,73.08621419294695
2026-04-01 12:00:00,5,10.0,49,0.33414755875647995,0.17246129073286404,5,0.4687504593733385,0.4270928320130415,16,0.6205882855615565,12.0,330.0,2,30,0,86.89023924936487
2026-04-01 12:15:00,4,13.0,53,0.22633523441642167,0.559713717674581,5,0.6411227395300348,0.25213940355680614,21,0.5285288539332809,12.25,345.0,2,45,0,99.4693075514122
2026-04-01 12:30:00,1,12.0,54,0.2569863644401788,0.35504857981985516,5,0.2259147619742934,0.06970414325223778,18,0.7964108618168183,12.5,360.0,2,0,1,78.94876886436556
2026-04-01 12:45:00,6,16.0,60,0.4003197420216227,0.618519118944143,5,0.2808498575241559,0.22360269839362076,18,0.8323295103748372,12.75,375.0,2,15,1,100.0
2026-04-01 13:00:00,4,15.0,64,0.08116542078939844,0.7212425385168468,6,0.12321375410336971,0.03886866402156591,19,0.847291167053922,13.0,390.0,2,30,1,92.96648739214324
2026-04-01 13:15:00,1,12.0,65,0.22837638970199983,0.17098681511688368,6,0.1771274298471982,0.24187403587108003,24,0.3663608543524181,13.25,405.0,2,0,1,77.90871496828146
2026-04-01 13:30:00,3,14.0,68,0.333044659606983,0.38007767929652325,6,0.285994553065599,0.03822500619955603,12,0.24701666819343684,13.5,420.0,2,15,1,72.61017873403597
2026-04-01 13:45:00,1,9.0,69,0.6671149717480449,0.22873914482056343,6,0.05069061934354239,0.4759262570379889,16,0.8120200557035652,13.75,435.0,2,30,1,86.23846643793223
2026-04-01 14:00:00,4,9.0,73,0.2275790424598378,0.15886064602257338,6,0.1922429206646266,0.013824847509514153,10,0.5612614608799786,14.0,450.0,2,45,1,85.03186276827546
2026-04-01 14:15:00,1,9.0,74,0.5358821518660731,0.34562197623729773,6,0.10087704947546007,0.05058207626853109,15,0.3697379971198329,14.25,465.0,2,60,1,92.37657971566114
2026-04-01 14:30:00,2,8.0,76,0.0931184862929614,0.4407400744046572,6,0.6210597423951457,0.5621329894673741,19,0.7410561716946987,14.5,480.0,2,75,1,100.0
2026-04-01 14:45:00,4,11.0,80,0.10654920968792067,0.48672805782735845,8,0.2914218874077401,0.03101122439363164,24,0.28821843922263857,14.75,495.0,2,90,1,100.0
2026-04-01 15:00:00,2,9.0,82,0.14137089867840344,0.3803402936166232,8,0.12484156260521713,0.601567438857376,19,0.811721948532661,15.0,510.0,2,105,1,100.0
2026-04-01 15:15:00,3,11.0,85,0.5890107238471466,0.5175613332313734,8,0.14055998687920104,0.43438141587448026,14,0.8388079208993519,15.25,525.0,2,120,1,100.0
2026-04-01 15:30:00,2,11.0,87,0.6161251785163576,0.687460614813716,9,0.058423288582791555,0.18362105797540862,24,0.42339274201976623,15.5,540.0,2,135,1,100.0
2026-04-01 15:45:00,4,11.0,91,0.2665683617225485,0.36810086014660665,9,0.0494728956803258,0.44033306966299274,15,0.5370439382283965,15.75,555.0,2,150,1,100.0
2026-04-01 16:00:00,3,12.0,94,0.22909025404136207,0.32591273762672707,9,0.824280888935386,0.13998659103645508,19,0.407223004037018,16.0,570.0,2,165,1,100.0
2026-04-01 16:15:00,4,13.0,98,0.22413688370200466,0.1915955486410398,10,0.2656774789777649,0.519800218978198,24,0.5623630649014103,16.25,585.0,2,180,1,100.0
2026-04-01 16:30:00,3,14.0,101,0.20092699410086007,0.5023426390962634,10,0.29627794354534126,0.497995616609216,21,0.30701398548843517,16.5,600.0,2,195,1,100.0
2026-04-01 16:45:00,2,12.0,103,0.5393699996625244,0.4250120640793559,10,0.0854627293973824,0.2578282009610272,25,0.7083260898687308,16.75,615.0,2,210,1,100.0
2026-04-01 17:00:00,4,13.0,107,0.3127927950515916,0.36056531361242433,10,0.08976301058542963,0.42502719925700394,18,0.49351069154946714,17.0,630.0,2,225,1,100.0
2026-04-01 17:15:00,3,12.0,110,0.2927631179634711,0.2144426377826086,10,0.08783776798855245,0.16153560038044476,14,0.6909737708704026,17.25,645.0,2,240,1,100.0
2026-04-01 17:30:00,4,13.0,114,0.2333098552562293,0.43874043516042427,12,0.07333057974052716,0.16043759254316006,21,0.7338130643738485,17.5,660.0,2,255,1,100.0
2026-04-01 17:45:00,2,13.0,116,0.29581210398939267,0.3957635791631622,12,0.046379955704231667,0.22952658411699198,14,0.4959602327827554,17.75,675.0,2,270,1,100.0
2026-04-01 18:00:00,3,12.0,119,0.3128562958133585,0.13932785798538164,12,0.22617941472475994,0.3941201336247137,16,0.49734384737081916,18.0,690.0,2,285,1,100.0
2026-04-01 18:15:00,0,9.0,119,0.21000607594186857,0.402493931895726,12,0.07472909605395614,0.3956657814820705,9,0.5054216617859842,18.25,705.0,2,300,1,100.0
2026-04-01 18:30:00,1,6.0,120,0.5165550927998779,0.1936621195340569,12,0.4600370772324241,0.6010589431284976,14,0.28323724362377234,18.5,720.0,2,315,1,100.0
2026-04-01 18:45:00,1,5.0,121,0.2662054903905825,0.5065410144421615,12,0.009131747469947625,0.30444144404866813,19,0.38212925874009396,18.75,735.0,2,330,1,100.0
2026-04-01 19:00:00,4,6.0,125,0.1318030082025715,0.4309212479947073,12,0.2084158451038673,0.09422191492172374,14,0.3498646025357041,19.0,750.0,2,345,1,100.0
2026-04-01 19:15:00,1,7.0,126,0.31422354901214905,0.19471720709676896,12,0.2247699289498566,0.21153310208943077,23,0.7738662007666168,19.25,765.0,2,360,1,100.0
2026-04-01 19:30:00,2,8.0,128,0.14622375645711758,0.1751508243371584,12,0.09358383121174159,0.6464304621850675,17,0.6432044275012966,19.5,780.0,2,375,1,100.0
2026-04-01 19:45:00,4,11.0,132,0.37792571156400295,0.45285685751975835,12,0.3072166876079705,0.17061693876730033,20,0.8618639237153345,19.75,795.0,2,390,1,100.0
2026-04-01 20:00:00,3,10.0,135,0.2196848559329826,0.062446841612334464,12,0.026027726252833998,0.31464039542013655,14,0.8147031972588762,20.0,810.0,2,405,1,100.0
2026-04-02 07:00:00,2,2.0,2,0.1638543895012978,0.47763321855239466,1,0.35945475092766715,0.627509297937831,22,0.5804469165559024,7.0,30.0,3,15,0,43.233276053727
2026-04-02 07:15:00,5,7.0,7,0.41507418386441935,0.3341455195355015,1,0.2849852887984261,0.4741987209941348,14,0.8387141574069492,7.25,45.0,3,30,0,46.79641676198184
2026-04-02 07:30:00,2,9.0,9,0.04066380122580978,0.5869457466531577,1,0.17499710859216241,0.20034892418309808,21,0.8556687843055886,7.5,60.0,3,45,0,61.90505826723781
2026-04-02 07:45:00,1,10.0,10,0.6751988944487091,0.5198543481645181,1,0.45247831670985317,0.5826171083572803,23,0.7472299333017616,7.75,75.0,3,60,0,79.59241504008179
2026-04-02 08:00:00,4,12.0,14,0.1350961118214942,0.6310682931155261,1,0.017168460112968447,0.3960214450738016,14,0.5705739478184012,8.0,90.0,3,75,0,67.85172417621689
2026-04-02 08:15:00,4,11.0,18,0.2924018244012885,0.33719651433982123,1,0.1456009556985738,0.12398365562564746,17,0.726246496461547,8.25,105.0,3,90,0,79.53121866345866
2026-04-02 08:30:00,2,11.0,20,0.03554231007891692,0.6278194201054115,1,0.45199296733946787,0.314450783118306,23,0.35762436627388183,8.5,120.0,3,105,0,77.99892549591735
2026-04-02 08:45:00,6,16.0,26,0.30538099865340257,0.5748584688936829,1,0.23928374714798537,0.39477900052731385,13,0.7701317132216537,8.75,135.0,3,120,0,88.82893763998692
2026-04-02 09:00:00,3,15.0,29,0.23789028202991952,0.13016459320694865,1,0.005712974754952829,0.3516829026330279,16,0.33684707917761114,9.0,150.0,3,135,0,91.84569690623417
2026-04-02 09:15:00,6,17.0,35,0.5052758219771634,0.6399811478839234,1,0.3561127376302574,0.2958410404078385,27,0.3572826321821116,9.25,165.0,3,150,0,100.0
2026-04-02 09:30:00,2,17.0,37,0.3592391854290408,0.029881908438997105,1,0.06676799585863669,0.5516968210493518,24,0.7213396494717279,9.5,180.0,3,165,0,100.0
2026-04-02 09:45:00,3,14.0,40,0.2612436706651904,0.2310814481870152,1,0.1723952726978152,0.1734067180620568,20,0.8906401228042611,9.75,195.0,3,180,0,100.0
2026-04-02 10:00:00,1,12.0,41,0.31496379473174946,0.7426393415417664,1,0.33736067980689166,0.0537654178090482,16,0.22162498592522253,10.0,210.0,3,195,0,98.61906960162436
2026-04-02 10:15:00,2,8.0,43,0.08053656561744658,0.20527451748316358,1,0.3333932039230133,0.0030272901525062413,20,0.8216410865104088,10.25,225.0,3,210,0,100.0
2026-04-02 10:30:00,3,9.0,46,0.14332263740473952,0.6646429687544717,2,0.5712434250688495,0.26304279818344894,18,0.5131749262544766,10.5,240.0,3,225,0,100.0
2026-04-02 10:45:00,2,8.0,48,0.17184057831700042,0.5951799966540838,2,0.23068896744422165,0.087111245197081,20,0.6364824587499222,10.75,255.0,3,240,0,100.0
2026-04-02 11:00:00,4,11.0,52,0.15409561585236672,0.519862980378186,2,0.6333481601065347,0.05652949660296562,18,0.5454546063054387,11.0,270.0,3,255,0,100.0
2026-04-02 11:15:00,3,12.0,55,0.290452523590052,0.34491723156561305,2,0.14078724104141394,0.41837375384661185,18,0.7948111339808589,11.25,285.0,3,270,0,100.0
2026-04-02 11:30:00,3,12.0,58,0.31631841212986483,0.7203624735610638,2,0.5144602335085919,0.5315301478094444,19,0.6456691959414143,11.5,300.0,3,285,0,100.0
2026-04-02 11:45:00,3,13.0,61,0.20368420863859465,0.13330073175403231,2,0.21921566216331484,0.0857554963812257,19,0.5099960648623317,11.75,315.0,3,300,0,100.0
2026-04-02 12:00:00,3,12.0,64,0.35882983478493097,0.4564360274835252,2,0.7656402146484586,0.4735069210256352,20,0.743653905122101,12.0,330.0,3,315,0,100.0
2026-04-02 12:15:00,3,12.0,67,0.15181097048140202,0.11512029167367686,2,0.35646946325682854,0.22601490719729572,19,0.7948524384635253,12.25,345.0,3,0,1,80.01132880488527
2026-04-02 12:30:00,4,13.0,71,0.30877845035263324,0.29405886822136745,3,0.421835261486752,0.2939436186537298,23,0.6330624283554223,12.5,360.0,3,15,1,85.5616694864305
2026-04-02 12:45:00,4,14.0,75,0.06664371751827068,0.5359691993735654,3,0.17071745073959746,0.19956966986091065,13,0.23316075471064285,12.75,375.0,3,30,1,85.83550785168563
2026-04-02 13:00:00,1,12.0,76,0.21991375476282807,0.4307317433764794,3,0.48887356851711566,0.3373500956617456,18,0.4948960893782782,13.0,390.0,3,45,1,77.38402127430402
2026-04-02 13:15:00,1,10.0,77,0.3685867814688328,0.15969369770334438,4,0.1230388203260244,0.5967776653259393,16,0.884632022051586,13.25,405.0,3,0,1,77.3816283039308
2026-04-02 13:30:00,1,7.0,78,0.3574793373410348,0.6000587678684178,4,0.4200735737716736,0.2051248550223108,14,0.32692502113609667,13.5,420.0,3,15,1,71.62395758023362
2026-04-02 13:45:00,2,5.0,80,0.23351264820788276,0.6623757422145432,4,0.022301005563615684,0.3043557336533076,21,0.8949655700893114,13.75,435.0,3,30,1,75.28596459066377
2026-04-02 14:00:00,1,5.0,81,0.24019721545448894,0.5962336610431077,4,0.25312513383175067,0.5583065191911895,11,0.3414800101095266,14.0,450.0,3,45,1,71.61205649782625
2026-04-02 14:15:00,5,9.0,86,0.2819546627046601,0.6505936826163473,5,0.7478079241344284,0.44422075471705535,23,0.39314668942856923,14.25,465.0,3,60,1,100.0
2026-04-02 14:30:00,1,9.0,87,0.3314721413924742,0.3475360398503913,5,0.12001185037953982,0.5498682409660658,23,0.5685220634445096,14.5,480.0,3,75,1,98.34434022849851
2026-04-02 14:45:00,2,9.0,89,0.7134221923384635,0.25447381166967564,5,0.3260462728046981,0.24728148356448565,21,0.3094039253726825,14.75,495.0,3,90,1,100.0
2026-04-02 15:00:00,2,10.0,91,0.4424340668968419,0.2640917919167621,6,0.25139288859361525,0.17137460012622724,12,0.45784091494444085,15.0,510.0,3,105,1,100.0
2026-04-02 15:15:00,2,7.0,93,0.30706717313347465,0.42765667475779084,6,0.1708770930711238,0.12971793982706237,17,0.5934064222990074,15.25,525.0,3,120,1,100.0
2026-04-02 15:30:00,2,8.0,95,0.269291304240459,0.1732218545374953,6,0.5395036123019473,0.10549389962105143,24,0.3398564514606928,15.5,540.0,3,135,1,100.0
2026-04-02 15:45:00,4,10.0,99,0.07046690058683507,0.1428527419106613,6,0.38154660353877734,0.7897573930450106,16,0.4464843317478736,15.75,555.0,3,0,1,98.42900148835564
2026-04-02 16:00:00,1,9.0,100,0.2989589734397285,0.9572103759800296,6,0.8179141306739464,0.21856452263675524,20,0.45870012444973035,16.0,570.0,3,15,1,100.0
2026-04-02 16:15:00,1,8.0,101,0.3286646884724609,0.7999660759620627,6,0.5817256646597023,0.15546403049408988,23,0.5343541387010795,16.25,585.0,3,30,1,100.0
2026-04-02 16:30:00,4,10.0,105,0.23017223355397423,0.17852357517002276,6,0.3823235979323884,0.34420935709480177,21,0.6144929774325667,16.5,600.0,3,45,1,100.0
2026-04-02 16:45:00,2,8.0,107,0.1424861990077322,0.504838788595869,6,0.06988433484019196,0.2852496002177732,17,0.5409807939414952,16.75,615.0,3,60,1,100.0
2026-04-02 17:00:00,1,8.0,108,0.41072359882824006,0.9327945802262393,6,0.13841880249031832,0.448326955366398,28,0.6650414079039777,17.0,630.0,3,75,1,100.0
2026-04-02 17:15:00,3,10.0,111,0.16819134309855507,0.32533448684176985,6,0.4000337345218681,0.670523283555817,11,0.3552165913459693,17.25,645.0,3,90,1,100.0
2026-04-02 17:30:00,4,10.0,115,0.025633046313845283,0.1875541482364936,6,0.4409803242781422,0.10457059428651333,12,0.8713672443597775,17.5,660.0,3,105,1,100.0
2026-04-02 17:45:00,1,9.0,116,0.2806652254627981,0.7968988643141013,7,0.43764220632494233,0.11142414675321584,17,0.2677270288527672,17.75,675.0,3,120,1,100.0
2026-04-02 18:00:00,2,10.0,118,0.09486149037163645,0.4551795272803254,7,0.3391975469628818,0.30888995026041893,19,0.4640972873429542,18.0,690.0,3,135,1,100.0
2026-04-02 18:15:00,0,7.0,118,0.17857137636976148,0.3188820186595342,7,0.263069125032225,0.27697171462378056,17,0.6323686223875472,18.25,705.0,3,150,1,100.0
2026-04-02 18:30:00,4,7.0,122,0.28426644831256725,0.31354533373142607,7,0.22486193392933537,0.5675613378305974,16,0.5157631125627344,18.5,720.0,3,165,1,100.0
2026-04-02 18:45:00,4,10.0,126,0.05038655334268652,0.3504856379876358,7,0.07323423163812841,0.34124545314743204,18,0.38979652036456325,18.75,735.0,3,180,1,100.0
2026-04-02 19:00:00,3,11.0,129,0.34781791318709465,0.7436878101805878,8,0.4413626647912512,0.3199104786293705,14,0.3388680742970696,19.0,750.0,3,195,1,100.0
2026-04-02 19:15:00,4,15.0,133,0.4046409418470682,0.7440600903117369,9,0.7390541538325837,0.16110774726977023,14,0.7640718729454357,19.25,765.0,3,210,1,100.0
2026-04-02 19:30:00,1,12.0,134,0.43442499083808034,0.1722317124431633,9,0.6163112351135683,0.29455739954121446,14,0.37858725924034375,19.5,780.0,3,225,1,100.0
2026-04-02 19:45:00,6,14.0,140,0.28573474114624015,0.5282267348660055,10,0.2664779039130909,0.8477204876751748,14,0.8936107346015432,19.75,795.0,3,0,1,100.0
2026-04-02 20:00:00,0,11.0,140,0.33961575385586795,0.381941489620837,10,0.178066250379176,0.4225525106142406,13,0.6946871449192581,20.0,810.0,3,15,1,100.0
2026-04-03 07:00:00,5,5.0,5,0.7043573807319979,0.1465114079633756,1,0.4458500503087544,0.10815066987222187,15,0.5042229229766757,7.0,30.0,4,15,0,47.44240954593032
2026-04-03 07:15:00,3,8.0,8,0.22930338345523513,0.05502052906420102,2,0.4425609521918554,0.13625362869493968,17,0.3717493854535387,7.25,45.0,4,30,0,49.25408499045904
2026-04-03 07:30:00,2,10.0,10,0.32263883109663694,0.7359731153115618,2,0.5117703957751155,0.2617084435687847,12,0.5898536048494152,7.5,60.0,4,45,0,59.976629353374086
2026-04-03 07:45:00,1,11.0,11,0.3669460239202834,0.3964291381674409,2,0.1121801657777349,0.35354837247822696,12,0.30258277855709836,7.75,75.0,4,60,0,63.46430680487731
2026-04-03 08:00:00,4,10.0,15,0.1334319800608716,0.4152593320769049,4,0.34733829950475725,0.1223464280316668,17,0.3708833525599036,8.0,90.0,4,75,0,74.82243413587871
2026-04-03 08:15:00,1,8.0,16,0.28581767900946614,0.20140998102552465,4,0.0675441080216347,0.5187733619679886,11,0.20783072716081383,8.25,105.0,4,90,0,67.95798594693318
2026-04-03 08:30:00,3,9.0,19,0.2904670983787263,0.41843283029353984,4,0.1567845477184383,0.24559429869962954,15,0.4243184198944186,8.5,120.0,4,105,0,80.82020009701586
2026-04-03 08:45:00,2,10.0,21,0.2675377646276868,0.25851614928384864,4,0.0039467563896302795,0.43942251761809,13,0.7536055916042873,8.75,135.0,4,120,0,90.01955450331765
2026-04-03 09:00:00,4,10.0,25,0.2942317259254276,0.7245224814203953,4,0.5002494740841551,0.2396215135646114,27,0.4283138494024962,9.0,150.0,4,135,0,91.53401043411371
2026-04-03 09:15:00,3,12.0,28,0.15030306538189567,0.49931385509456183,4,0.13745099154244877,0.29457849286052434,17,0.8827830266783551,9.25,165.0,4,150,0,100.0
2026-04-03 09:30:00,5,14.0,33,0.05331516533130393,0.4534829672254615,4,0.2752846921119771,0.04849552972523421,22,0.8083643093629702,9.5,180.0,4,165,0,100.0
2026-04-03 09:45:00,4,16.0,37,0.20246355515538617,0.17787399883971897,4,0.6044349751752564,0.4197989498428637,21,0.6732132720625649,9.75,195.0,4,180,0,100.0
2026-04-03 10:00:00,3,15.0,40,0.09188446145838854,0.20203064752559766,4,0.23901101419759735,0.5429452392121806,17,0.2688216137881051,10.0,210.0,4,195,0,100.0
2026-04-03 10:15:00,1,13.0,41,0.2885818569547685,0.6029395808368585,4,0.20810474905118242,0.2698538912495393,12,0.432224518721456,10.25,225.0,4,210,0,100.0
2026-04-03 10:30:00,1,9.0,42,0.10248109111344518,0.4593278775792219,4,0.3945305179530374,0.0656018140017481,26,0.5440592211369879,10.5,240.0,4,225,0,100.0
2026-04-03 10:45:00,1,6.0,43,0.30842344069863664,0.5723870442650171,4,0.22260314377919194,0.29363379210526264,17,0.24379978109231157,10.75,255.0,4,240,0,100.0
2026-04-03 11:00:00,1,4.0,44,0.3656605930801839,0.21265185643926657,4,0.31891909155689274,0.39777490460297404,20,0.5075450432993576,11.0,270.0,4,255,0,100.0
2026-04-03 11:15:00,2,5.0,46,0.2826346653162994,0.5469697494885414,4,0.05440180506620987,0.49737380777175727,15,0.22611720468204932,11.25,285.0,4,270,0,100.0
2026-04-03 11:30:00,2,6.0,48,0.12112841043560126,0.22807269911742795,4,0.046896336799212186,0.24678559940510011,18,0.4266789017243911,11.5,300.0,4,0,0,60.75978920559279
2026-04-03 11:45:00,2,7.0,50,0.18862027941691667,0.15906318576042885,4,0.3370052105731442,0.523576139142844,27,0.3791573573165206,11.75,315.0,4,15,0,81.41182305225016
2026-04-03 12:00:00,2,8.0,52,0.1452831746951652,0.44217693728482454,4,0.4033663271231348,0.43782282402184425,23,0.7941404595423336,12.0,330.0,4,0,1,82.60108854026613
2026-04-03 12:15:00,3,9.0,55,0.5479461976072102,0.08970766489830473,4,0.3144179456041424,0.13667712281862746,6,0.22710582086029735,12.25,345.0,4,15,1,72.14919818038508
2026-04-03 12:30:00,3,10.0,58,0.24387017226894098,0.18142759554471732,4,0.2529315786964715,0.12317920692919013,17,0.8407778559627423,12.5,360.0,4,30,1,86.13556254085049
2026-04-03 12:45:00,6,14.0,64,0.20293289178882085,0.5922098046157017,5,0.676967115135832,0.19203010686027303,22,0.3761974492246026,12.75,375.0,4,45,1,100.0
2026-04-03 13:00:00,1,13.0,65,0.18638305705116842,0.07304215239223276,5,0.40790976682323843,0.38620429939811224,25,0.593769684529185,13.0,390.0,4,60,1,95.45291681511164
2026-04-03 13:15:00,3,13.0,68,0.594333700922519,0.40563011675557664,5,0.18484151886621517,0.0600003822033883,25,0.7542931028537517,13.25,405.0,4,75,1,97.54301524712255
2026-04-03 13:30:00,2,12.0,70,0.23173488521008398,0.17955801971767027,5,0.3785842668316467,0.11463182159003324,19,0.7248105455048736,13.5,420.0,4,90,1,94.36819047840581
2026-04-03 13:45:00,3,9.0,73,0.026634302112045108,0.17532980081751345,5,0.2639714175948247,0.18403022629669177,20,0.8713513366559901,13.75,435.0,4,0,1,73.60568799309499
2026-04-03 14:00:00,6,14.0,79,0.11316844872061527,0.262785441823359,5,0.21962735216032916,0.017521325091788678,14,0.3081112504397702,14.0,450.0,4,15,1,81.22669428628507
2026-04-03 14:15:00,4,15.0,83,0.22379889921232385,0.8326580014217381,5,0.6235044367306588,0.007241628160218258,25,0.8813440786221339,14.25,465.0,4,30,1,100.0
2026-04-03 14:30:00,5,18.0,88,0.12035469353023785,0.249762164495551,5,0.2207917518850149,0.03641958417643413,15,0.4296497997926588,14.5,480.0,4,45,1,100.0
2026-04-03 14:45:00,1,16.0,89,0.27585090339362034,0.5054740768948762,5,0.2838899391894242,0.5319435713991894,19,0.4558523087549501,14.75,495.0,4,60,1,100.0
2026-04-03 15:00:00,1,11.0,90,0.2894175838189231,0.3900588075485,6,0.08957394408967098,0.5081574319747117,14,0.5740649102845274,15.0,510.0,4,75,1,100.0
2026-04-03 15:15:00,1,8.0,91,0.5316399327434105,0.5087707285334484,6,0.2536807133302358,0.309433351648668,24,0.3683314878666666,15.25,525.0,4,90,1,100.0
2026-04-03 15:30:00,2,5.0,93,0.5357500134321826,0.16034336439216657,6,0.13731376540089715,0.08475151794293616,19,0.22723757454195045,15.5,540.0,4,105,1,100.0
2026-04-03 15:45:00,1,5.0,94,0.4288764745114163,0.04412701810880029,6,0.2678325863925027,0.11239035466512508,18,0.5604578051009409,15.75,555.0,4,120,1,100.0
2026-04-03 16:00:00,5,9.0,99,0.3095484607091604,0.30523184851997026,7,0.21921497175087037,0.15414828166943467,15,0.41670025022098267,16.0,570.0,4,135,1,100.0
2026-04-03 16:15:00,1,9.0,100,0.4780501780008761,0.3910955580181934,7,0.10195867416282996,0.18101523772221928,22,0.5439124728899298,16.25,585.0,4,150,1,100.0
2026-04-03 16:30:00,1,8.0,101,0.13093234748941113,0.5655108146425489,7,0.15816786107751366,0.15913025664111324,20,0.490696989617154,16.5,600.0,4,165,1,100.0
2026-04-03 16:45:00,1,8.0,102,0.3340636723040696,0.27717866754452736,7,0.20474223022339455,0.3814137241186393,20,0.22175892600562128,16.75,615.0,4,180,1,100.0
2026-04-03 17:00:00,3,6.0,105,0.40094195911011915,0.3661146148357769,8,0.10270434233366867,0.1725396398736248,21,0.39831408743077795,17.0,630.0,4,195,1,100.0
2026-04-03 17:15:00,2,7.0,107,0.312471761444649,0.2538299393926253,8,0.5597793223512051,0.19757533599139399,14,0.2839153937696713,17.25,645.0,4,210,1,100.0
2026-04-03 17:30:00,2,8.0,109,0.2235495702343372,0.6689454441355738,9,0.31588790566884456,0.7217715041841611,17,0.3346198281929825,17.5,660.0,4,0,1,100.0
2026-04-03 17:45:00,2,9.0,111,0.20617953782842877,0.5023363756423176,9,0.2635137652397876,0.36271330317007383,23,0.8460603938881223,17.75,675.0,4,15,1,100.0
2026-04-03 18:00:00,2,8.0,113,0.3618707774144651,0.42525314313556223,9,0.16045535478041525,0.5408620341056776,24,0.26379201179846784,18.0,690.0,4,30,1,100.0
2026-04-03 18:15:00,5,11.0,118,0.06241056118781727,0.6552935274825855,9,0.05990850446815104,0.2662177655408846,14,0.3416160331894687,18.25,705.0,4,45,1,100.0
2026-04-03 18:30:00,0,9.0,118,0.1440433953080577,0.5861364734946755,9,0.43492390112294266,0.5795790263589374,11,0.4377637246630079,18.5,720.0,4,60,1,100.0
